[+],1,http://cant-not-tweet-this.com/,200
[+],2,http://endless.horse/,200
[+],3,http://www.fallingfalling.com/,200
[-],4,http://etaillabs.com/d49z/qfe4t.php?obp=url-list-generator,404
[-],5,http://google.com,302
[+],6,http://example.com,200
